dbms	?column?	schemaname	tablename	column	?column?	type	?column?	?column?	?column?	?column?	?column?
postgresql	""	public	ref_d18_bpp	ppc44	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp	ppc45	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp	ppc46	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp	ppc47	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp	ppc48	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp	ppc49	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp	ppc50	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	zpd	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	st_date	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	st_code	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	rt_code	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	run_no	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	gsp_group	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	gsp	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	gsp_group_id	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	noon_temp_act	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	noon_temp_eff	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	time_sunset	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	sunset_variable	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	pcl	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	pcl_id	""	integer	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	pfl	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	pfl_id	""	integer	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	bpp	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc1	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc2	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc3	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc4	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc5	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc6	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc7	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc8	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc9	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc10	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc11	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc12	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc13	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc14	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc15	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc16	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc17	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc18	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc19	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc20	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc21	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc22	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc23	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc24	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc25	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc26	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc27	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc28	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc29	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc30	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc31	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc32	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc33	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc34	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc35	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc36	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc37	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc38	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc39	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc40	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc41	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc42	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc43	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc44	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc45	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc46	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc47	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc48	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc49	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	ppc50	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	etlchangetype	""	character varying(1)	""	""	""	""	""
postgresql	""	public	ref_d18_bpp_audit	etlchange	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	zpd	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	st_date	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	st_code	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	rt_code	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	run_no	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	gsp_group	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	gsp	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	gsp_group_id	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	noon_temp_act	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	noon_temp_eff	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	time_sunset	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	sunset_variable	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	pcl	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	pcl_id	""	integer	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	pfl	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	pfl_id	""	integer	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	ssc	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	ss_conf_id	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	vmr	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	time_pattern_regime	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	ppc	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	ppc_sum	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_igloo_ppc	etlchange	""	timestamp without time zone	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	zpd	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	st_date	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	st_code	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	rt_code	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	run_no	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	gsp_group	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	gsp	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	gsp_group_id	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	noon_temp_act	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	noon_temp_eff	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	time_sunset	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	sunset_variable	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	pcl	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	pcl_id	""	integer	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	pfl	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	pfl_id	""	integer	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ssc	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ss_conf_id	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	vmr	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	time_pattern_regime	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_1	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_1	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_2	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_2	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_3	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_3	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_4	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_4	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_5	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_5	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_6	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_6	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_7	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_7	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_8	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_8	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_9	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_9	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_10	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_10	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_11	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_11	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_12	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_12	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_13	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_13	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_14	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_14	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_15	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_15	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_16	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_16	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_17	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_17	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_18	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_18	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_19	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_19	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_20	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_20	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_21	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_21	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_22	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_22	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_23	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_23	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_24	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_24	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_25	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_25	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_26	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_26	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_27	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_27	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_28	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_28	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_29	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_29	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_30	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_30	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_31	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_31	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_32	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_32	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_33	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_33	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_34	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_34	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_35	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_35	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_36	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_36	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_37	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_37	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_38	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_38	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_39	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_39	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_40	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_40	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_41	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_41	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_42	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_42	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_43	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_43	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_44	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_44	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_45	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_45	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_46	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_46	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_47	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_47	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_48	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_48	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_49	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_49	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	ppc_50	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc	prsi_50	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	zpd	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	st_date	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	st_code	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	rt_code	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	run_no	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	gsp_group	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	gsp	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	gsp_group_id	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	noon_temp_act	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	noon_temp_eff	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	time_sunset	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	sunset_variable	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	pcl	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	pcl_id	""	integer	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	pfl	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	pfl_id	""	integer	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ssc	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ss_conf_id	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	vmr	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	time_pattern_regime	""	character varying(255)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_1	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_1	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_2	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_2	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_3	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_3	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_4	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_4	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_5	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_5	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_6	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_6	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_7	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_7	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_8	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_8	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_9	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_9	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_10	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_10	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_11	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_11	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_12	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_12	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_13	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_13	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_14	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_14	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_15	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_15	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_16	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_16	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_17	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_17	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_18	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_18	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_19	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_19	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_20	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_20	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_21	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_21	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_22	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_22	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_23	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_23	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_24	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_24	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_25	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_25	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_26	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_26	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_27	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_27	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_28	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_28	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_29	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_29	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_30	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_30	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_31	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_31	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_32	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_32	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_33	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_33	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_34	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_34	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_35	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_35	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_36	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_36	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_37	""	double precision	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	prsi_37	""	character varying(10)	""	""	""	""	""
postgresql	""	public	ref_d18_ppc_audit	ppc_38	""	double precision	""	""	""	""	""
